tweet_id,tweet_date,text,name,rating_numerator,tweet_year,tweet_month,tweet_day,dogs_stage,breed_dog,dog_image,favorite_count,retweet_count
752334515931054080,2016-07-11,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,None,8.0,2016,7,11,doggo,bedlington terrier,uWISPc0YRmhUi9Ju.jpg,3820.0,1098.0
752568224206688256,2016-07-11,Here are three doggos completely misjudging an airborne stick. Decent efforts tho. All 9/10 https://t.co/HCXQL4fGVZ,None,9.0,2016,7,11,doggo,,,5512.0,2289.0
752660715232722944,2016-07-12,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr",None,10.0,2016,7,12,doggo,english setter,CnH87L6XYAAF7I_.jpg,4374.0,1560.0
752682090207055872,2016-07-12,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS,None,10.0,2016,7,12,doggo,german shepherd,CnIQXdYWgAAnsZZ.jpg,6009.0,1597.0
795464331001561088,2016-11-07,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,None,13.0,2016,11,7,doggo,golden retriever,jPkMMQXdydb7CqFX.jpg,50517.0,24166.0
796484825502875648,2016-11-09,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,None,12.0,2016,11,9,doggo,cocker spaniel,Cw2uty8VQAAB0pL.jpg,7712.0,1798.0
748932637671223296,2016-07-01,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,Divine,13.0,2016,7,1,doggo,borzoi,CmS-QkQWAAAkUa-.jpg,5810.0,2253.0
800018252395122689,2016-11-19,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,None,11.0,2016,11,19,doggo,,,28869.0,13457.0
829449946868879360,2017-02-08,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,None,11.0,2017,2,8,doggo,labrador retriever,C4LMUf8WYAkWz4I.jpg,10514.0,2037.0
829878982036299777,2017-02-10,RT @dog_rates: This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,Loki,12.0,2017,2,10,doggo,golden retriever,C3nygbBWQAAjwcW.jpg,0.0,5045.0
831322785565769729,2017-02-14,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,Pete,12.0,2017,2,14,doggo,old english sheepdog,C4lzqQ4UEAApzU0.jpg,9305.0,1562.0
831939777352105988,2017-02-15,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,Emanuel,12.0,2017,2,15,doggo,pomeranian,C4uk0EWWQAAaZm1.jpg,24082.0,6157.0
832032802820481025,2017-02-16,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",Miguel,12.0,2017,2,16,doggo,whippet,C4v5a4UWcAIRygc.jpg,17935.0,4675.0
832273440279240704,2017-02-16,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,Smiley,14.0,2017,2,16,doggo,pembroke,qOqxM0b48fEarmq6.jpg,11387.0,2345.0
832998151111966721,2017-02-18,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",Rhino,13.0,2017,2,18,doggo,boxer,C49nZavUYAEJjGw.jpg,13278.0,2209.0
834574053763584002,2017-02-23,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,None,13.0,2017,2,23,doggo,golden retriever,C5UAqgyXAAAbMWH.jpg,13674.0,2540.0
836648853927522308,2017-02-28,"RT @SchafeBacon2016: @dog_rates Slightly disturbed by the outright profanity, but confident doggos were involved. 11/10, would tailgate aga…",None,11.0,2017,2,28,doggo,,,0.0,555.0
836753516572119041,2017-03-01,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,Meera,12.0,2017,3,1,doggo,schipperke,C5y-4VwWcAIcaoj.jpg,19316.0,4631.0
841439858740625411,2017-03-14,Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL,None,14.0,2017,3,14,doggo,labrador retriever,C61lFFiWoAAJdiL.jpg,12574.0,3663.0
845397057150107648,2017-03-24,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o",Mimosa,13.0,2017,3,24,doggo,dandie dinmont,C7t0IzLWkAINoft.jpg,7552.0,1778.0
846514051647705089,2017-03-28,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,Barney,13.0,2017,3,28,doggo,golden retriever,C79sB4xXwAEvwKY.jpg,44092.0,11381.0
851953902622658560,2017-04-12,RT @dog_rates: This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,Astrid,13.0,2017,4,12,doggo,staffordshire bullterrier,C4KHj-nWQAA3poV.jpg,,
854010172552949760,2017-04-17,"At first I thought this was a shy doggo, but it's actually a Rare Canadian Floofer Owl. Amateurs would confuse the two. 11/10 only send dogs https://t.co/TXdT3tmuYk",None,11.0,2017,4,17,doggo,english springer,C9oNt91WAAAFSLS.jpg,15807.0,3052.0
855851453814013952,2017-04-22,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,None,13.0,2017,4,22,doggo,flat-coated retriever,C-CYWrvWAAU8AXH.jpg,44336.0,17317.0
858843525470990336,2017-05-01,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,None,13.0,2017,5,1,doggo,golden retriever,C-s5oYZXkAAMHHq.jpg,14987.0,3312.0
871102520638267392,2017-06-03,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,None,14.0,2017,6,3,doggo,,,19739.0,5097.0
871515927908634625,2017-06-04,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,12.0,2017,6,4,doggo,komondor,DBg_HT9WAAEeIMM.jpg,19030.0,3208.0
872967104147763200,2017-06-09,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,None,12.0,2017,6,9,doggo,labrador retriever,DB1m871XUAAw5vZ.jpg,25651.0,4984.0
876537666061221889,2017-06-18,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,None,14.0,2017,6,18,doggo,,,22185.0,4284.0
884162670584377345,2017-07-09,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,12.0,2017,7,9,doggo,german shepherd,DEUtQbzW0AUTv_o.jpg,19104.0,2730.0
799757965289017345,2016-11-18,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,Sobe,13.0,2016,11,18,doggo,border collie,CxlPnoSUcAEXf1i.jpg,8538.0,2212.0
829374341691346946,2017-02-08,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,Astrid,13.0,2017,2,8,doggo,staffordshire bullterrier,C4KHj-nWQAA3poV.jpg,,
828381636999917570,2017-02-05,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,Doobert,14.0,2017,2,5,doggo,bedlington terrier,C38Asz1WEAAvzj3.jpg,12650.0,2227.0
869596645499047938,2017-05-30,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,12.0,2017,5,30,doggo,chihuahua,DBFtiYqWAAAsjj1.jpg,15101.0,2898.0
826848821049180160,2017-02-01,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,Cupid,13.0,2017,2,1,doggo,great pyrenees,C3mOnZ_XUAAjr2V.jpg,36596.0,10254.0
826958653328592898,2017-02-02,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,Loki,12.0,2017,2,2,doggo,golden retriever,C3nygbBWQAAjwcW.jpg,21708.0,5045.0
801115127852503040,2016-11-22,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,Bones,12.0,2016,11,22,doggo,dalmatian,Cx4h7zHUsAAqaJd.jpg,8221.0,2147.0
801127390143516673,2016-11-22,RT @dog_rates: This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://…,Anakin,11.0,2016,11,22,doggo,,,0.0,4034.0
802265048156610565,2016-11-25,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",None,11.0,2016,11,25,doggo,labrador retriever,CyI3zXgWEAACQfB.jpg,6884.0,1406.0
808106460588765185,2016-12-12,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,None,12.0,2016,12,12,doggo,golden retriever,Czb4iFRXgAIUMiN.jpg,8931.0,2249.0
813096984823349248,2016-12-25,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,Rocky,11.0,2016,12,25,doggo,great dane,C0izZULWgAAKD-F.jpg,10734.0,3685.0
813127251579564032,2016-12-25,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,None,11.0,2016,12,25,doggo,norwegian elkhound,C0jO6aBWEAAM28r.jpg,12027.0,3189.0
813202720496779264,2016-12-26,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,None,11.0,2016,12,26,doggo,cocker spaniel,C0kTjqIXgAAqpRi.jpg,9383.0,1843.0
813910438903693312,2016-12-28,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,Chubbs,11.0,2016,12,28,doggo,siberian husky,C0uXObSXUAAIzmV.jpg,9427.0,1896.0
815990720817401858,2017-01-02,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p",Jack,11.0,2017,1,2,doggo,chihuahua,C1L7OVVWQAIQ6Tt.jpg,5019.0,1039.0
817777686764523521,2017-01-07,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",Dido,13.0,2017,1,7,doggo,curly-coated retriever,KbuLpE4krHF4VdPf.jpg,10885.0,2734.0
816062466425819140,2017-01-02,"RT @dog_rates: Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://…",Jack,11.0,2017,1,2,doggo,,,0.0,1039.0
819006400881917954,2017-01-11,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,Sunny,14.0,2017,1,11,doggo,,,45809.0,19211.0
800859414831898624,2016-11-22,@SkyWilliams doggo simply protecting you from evil that which you cannot see. 11/10 would give extra pets,None,11.0,2016,11,22,doggo,,,697.0,98.0
819015331746349057,2017-01-11,RT @dog_rates: This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,Sunny,14.0,2017,1,11,doggo,,,0.0,19211.0
819015337530290176,2017-01-11,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,Bo,14.0,2017,1,11,doggo,standard poodle,C12whDoVEAALRxa.jpg,0.0,37334.0
819924195358416896,2017-01-13,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,None,11.0,2017,1,13,doggo,,,13039.0,4938.0
821107785811234820,2017-01-16,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,None,11.0,2017,1,16,doggo,pomeranian,C2UpLA-UcAEK_Fz.jpg,9700.0,2165.0
821407182352777218,2017-01-17,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,Sundance,14.0,2017,1,17,doggo,irish setter,AJC07gFJDDBuwNTD.jpg,11896.0,4387.0
821421320206483457,2017-01-17,RT @dog_rates: This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co…,Sampson,12.0,2017,1,17,doggo,,,0.0,5660.0
821765923262631936,2017-01-18,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,Duchess,13.0,2017,1,18,doggo,golden retriever,C2d_vnHWEAE9phX.jpg,8504.0,1677.0
826204788643753985,2017-01-30,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",None,13.0,2017,1,30,doggo,labrador retriever,C3dEza1WcAAhlNU.jpg,4913.0,933.0
826476773533745153,2017-01-31,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,Pilot,12.0,2017,1,31,doggo,german shepherd,C3g8M0lWIAEcFgn.jpg,18529.0,4225.0
819004803107983360,2017-01-11,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,Bo,14.0,2017,1,11,doggo,standard poodle,C12whDoVEAALRxa.jpg,87914.0,37334.0
737445876994609152,2016-05-31,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,None,13.0,2016,5,31,floofer,samoyed,CjvvHBwUoAE55WZ.jpg,10186.0,4429.0
685307451701334016,2016-01-08,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,Petrick,11.0,2016,1,8,floofer,pomeranian,CYKzfTTWMAEeTN7.jpg,2062.0,440.0
733822306246479872,2016-05-21,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,Moose,10.0,2016,5,21,floofer,lhasa,Ci8Pfg_UUAA2m9i.jpg,3639.0,1017.0
746542875601690625,2016-06-25,Here's a golden floofer helping with the groceries. Bed got in way. Still 11/10 helpful af (vid by @categoen) https://t.co/6ZRoZUWFmd,None,11.0,2016,6,25,floofer,,,5025.0,1874.0
689993469801164801,2016-01-21,Here we are witnessing a rare High Stepping Alaskan Floofer. 12/10 dangerously petable (vid by @TheMrsNux) https://t.co/K4s9IJh2jm,None,12.0,2016,1,21,floofer,,,1457.0,448.0
776218204058357768,2016-09-15,Atlas rolled around in some chalk and now he's a magical rainbow floofer. 13/10 please never take a bath https://t.co/nzqTNw0744,None,13.0,2016,9,15,floofer,samoyed,CsWuVEdWcAAqbe9.jpg,30225.0,16053.0
800388270626521089,2016-11-20,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,Doc,12.0,2016,11,20,floofer,golden retriever,CxuM3oZW8AEhO5z.jpg,11343.0,2872.0
883360690899218434,2017-07-07,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,13.0,2017,7,7,floofer,chow,DEJT3FeXoAAtwUy.jpg,21218.0,3368.0
749317047558017024,2016-07-02,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB,Blu,12.0,2016,7,2,floofer,wire-haired fox terrier,nvZI9mkoAxt89sul.jpg,5505.0,2236.0
684200372118904832,2016-01-05,Gang of fearless hoofed puppers here. Straight savages. Elevated for extra terror. Front one has killed before 6/10s https://t.co/jkCb25OWfh,None,6.0,2016,1,5,pupper,,,2141.0,1025.0
684588130326986752,2016-01-06,This pupper just got his first kiss. 12/10 he's so happy https://t.co/2sHwD7HztL,None,12.0,2016,1,6,pupper,,,4097.0,1403.0
684830982659280897,2016-01-06,This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p,None,13.0,2016,1,6,pupper,,,34820.0,21530.0
684880619965411328,2016-01-06,Here we have a basking dino pupper. Looks powerful. Occasionally shits eggs. Doesn't want the holidays to end. 5/10 https://t.co/DnNweb5eTO,None,5.0,2016,1,6,pupper,,,2079.0,802.0
